SW68_7  1.0000 1.0000 0.5714 1.0000 0.2730 0.0948 0.0000 1.0000 1 0
SW68_8  0.0000 0.2000 0.0000 0.0948 0.3442 0.4770 0.5000 1.0000 0 1
SW68_9  1.0000 0.0000 0.0000 0.4770 0.8552 0.5097 0.6071 0.2857 0 1
SW68_10 0.0000 1.0000 0.7143 0.5097 0.2160 0.0181 0.2500 0.3333 1 0
SW69_0  0.5000 0.0000 0.0000 0.2500 0.9224 0.4906 0.5000 1.0000 0 1
SW69_1  1.0000 1.0000 0.7143 0.4906 0.0319 0.0285 1.0000 0.3333 1 0
SW69_2  0.0000 1.0000 0.7143 0.0285 0.0429 0.0544 0.5000 1.0000 0 1
SW69_3  1.0000 0.2000 0.0000 0.0544 0.0470 0.1357 0.5000 1.0000 0 1
SW69_4  1.0000 1.0000 0.7143 0.1357 0.7514 1.0000 0.5000 1.0000 0 1
SW69_5  1.0000 1.0000 0.5714 0.4916 0.0348 0.0392 1.0000 0.2000 1 0
SW69_6  0.0000 0.6000 0.1429 0.0392 0.0324 0.5262 0.7000 0.5000 0 1
SW69_7  0.1250 0.6000 0.1429 0.5262 0.8929 0.6667 0.0000 0.0000 0 1
SW69_8  1.0000 1.0000 1.0000 0.6667 0.0146 0.0167 1.0000 0.5000 1 0
SW70_0  0.5000 0.0000 0.0000 0.2500 0.8777 0.8914 0.5000 1.0000 0 1
SW70_1  1.0000 0.0000 0.0000 0.8914 0.8871 0.8281 0.0000 0.2500 0 1
SW70_2  0.8750 0.0000 0.0000 0.8281 0.9613 0.9324 0.5000 1.0000 0 1
SW70_3  1.0000 0.0000 0.0000 0.9324 0.9883 0.8404 0.5000 1.0000 0 1
SW70_4  1.0000 1.0000 0.7143 0.8404 0.8838 0.8583 0.0000 0.5556 0 1
SW70_5  0.5000 0.2000 0.0000 0.8583 0.9363 0.9218 0.0000 0.7143 0 1
SW70_6  1.0000 0.0000 0.0000 1.0000 0.9884 1.0000 0.5000 1.0000 0 1
SW70_7  0.2500 1.0000 0.4286 0.7157 0.2996 0.0181 0.5000 0.1667 1 0
SW70_8  0.0000 0.0000 0.0000 0.0181 0.0286 0.0290 0.5000 1.0000 0 1
SW70_9  1.0000 0.2000 0.0000 0.0290 0.2550 0.7385 0.5000 1.0000 0 1
SW70_10 1.0000 0.0000 0.0000 0.7385 0.9884 0.9943 0.5000 1.0000 0 1
SW70_11 1.0000 0.0000 0.0000 0.9943 0.9579 0.1746 0.0500 0.6000 0 1
SW70_12 0.8750 0.0000 0.0000 0.1746 0.8411 0.7429 0.0000 0.3333 0 1
SW70_13 0.0000 0.0000 0.0000 0.7429 0.9971 0.6730 0.0000 0.3333 0 1
SW70_14 0.0000 0.6000 0.1429 0.6730 0.3651 0.0149 1.0000 0.3333 1 0
SW70_15 0.0000 0.0000 0.0000 0.0149 0.1658 0.6023 0.5000 1.0000 0 1
SW70_16 1.0000 0.0000 0.0000 0.6023 0.7908 0.9222 0.5000 1.0000 0 1
SW70_17 1.0000 1.0000 0.5714 0.9222 0.8079 0.9438 0.5000 1.0000 0 1
SW70_18 1.0000 0.0000 0.0000 0.9438 0.9850 0.7570 0.3750 0.2500 0 1
SW70_19 0.0000 0.0000 0.0000 0.7570 0.9972 0.7949 0.0000 1.0000 0 1
SW70_20 0.7500 0.8000 0.2857 0.7949 0.4850 1.0000 0.5000 1.0000 1 0
SW70_21 0.0000 0.0000 0.0000 0.1244 0.5059 0.0462 0.5000 1.0000 0 1
SW71_0  0.5000 1.0000 1.0000 0.2500 0.2630 0.0246 1.0000 0.2000 1 0
SW71_1  0.0000 0.4000 0.0000 0.0246 0.2225 0.3995 0.2500 0.3333 0 1
SW71_2  0.0000 0.0000 0.0000 0.3995 0.6637 0.3068 0.5000 1.0000 0 1
SW71_3  0.8750 0.0000 0.0000 0.3068 0.6445 0.1092 0.5000 1.0000 0 1
SW71_4  1.0000 1.0000 0.8571 0.1092 0.2463 0.0284 1.0000 0.2000 1 0
SW71_5  0.0000 0.2000 0.0000 0.0284 0.3140 0.0716 0.5000 1.0000 0 1
SW71_6  1.0000 0.2000 0.0000 0.0716 0.0552 0.4467 0.5000 1.0000 0 1
SW71_7  1.0000 0.2000 0.0000 0.4467 0.6337 0.5623 0.4167 0.3333 0 1
SW71_8  0.0000 0.0000 0.0000 0.5623 0.9059 0.7632 0.0278 0.2222 0 1
SW71_9  0.2500 0.0000 0.0000 0.7632 0.9968 0.0903 0.0000 0.3333 0 1
SW71_10 1.0000 0.0000 0.0000 0.0903 0.5309 0.1538 0.5000 1.0000 0 1
SW71_11 1.0000 0.0000 0.0000 0.1538 0.1623 0.6829 0.5000 1.0000 0 1
SW71_12 1.0000 0.4000 0.0000 0.6829 0.4005 0.0277 0.3929 0.2857 0 1
SW72_0  0.5000 0.0000 0.0000 0.2500 0.3242 0.3590 0.5000 1.0000 0 1
SW72_1  1.0000 0.0000 0.0000 0.3590 0.9834 0.2408 0.5000 1.0000 0 1
SW72_2  1.0000 0.8000 0.2857 0.2408 0.3161 0.0797 0.0000 1.0000 1 0
SW72_3  0.0000 0.2000 0.0000 0.0797 0.1320 0.2262 0.5000 1.0000 0 1
SW72_4  1.0000 0.0000 0.0000 0.2262 0.8045 0.2458 0.2500 0.3333 0 1
SW72_5  0.0000 0.0000 0.0000 0.2458 0.3193 0.1426 0.4773 0.5455 0 1
SW72_6  0.0000 1.0000 0.4286 0.1426 0.2706 0.3166 0.5500 0.5000 0 1
SW72_7  0.1250 0.0000 0.0000 0.3166 0.3845 0.1121 1.0000 0.5833 1 0
SW72_8  0.0000 0.2000 0.0000 0.1121 0.2653 0.2937 0.5000 1.0000 0 1
SW72_9  1.0000 0.0000 0.0000 0.2937 0.7126 0.1971 0.5000 1.0000 0 1
SW73_0  1.0000 0.2000 0.0000 0.2005 0.0430 0.2242 0.5000 1.0000 0 1
SW73_1  1.0000 0.4000 0.0000 0.2242 0.2352 0.5982 0.5000 1.0000 0 1
SW73_2  0.7500 0.8125 1.0000 0.5982 0.3350 0.0266 0.9500 0.4000 1 0
SW73_3  0.0000 0.4000 0.0000 0.0266 0.0222 0.1897 0.5000 1.0000 0 1
SW73_4  0.6250 0.0000 0.0000 0.1897 0.9075 0.7380 0.5000 1.0000 0 1
